5,2004,1,1987,198712,0.084122029,0.606708139,198807,2004198807,0.002445615
5,2009,2,1987,198709,0.057575758,0.284056474,198807,2009198807,-0.214709297
5,2011,3,1987,198712,-0.340433788,2.819671717,198807,2011198807,-0.094069226
5,2022,3,1986,198703,0.141054054,1.746486487,198807,2022198807,-0.207471921
5,2026,2,1987,198712,0.111049198,1.058906073,198807,2026198807,-0.500494534
5,2032,5,1986,198706,0.011206078,0.25631529,198807,2032198807,-0.508196211
5,2033,3,1987,198712,0.062983284,1.356418472,198807,2033198807,0.130161183
5,2034,1,1987,198712,0.10484126,1.051680679,198807,2034198807,-0.001397398
5,2035,6,1987,198712,0.052133402,0.178912637,198807,2035198807,-0.093324613
5,2046,4,1986,198703,0.152365276,1.316632744,198807,2046198807,-0.011601668
5,2046,4,1986,198703,0.152365276,1.316632744,198807,2046198807,0.167157148
5,2047,1,1987,198712,0.045473888,0.270135397,198807,2047198807,1.103174798
5,2052,4,1987,198711,0.001555509,0.38721328,198807,2052198807,-0.567870943
5,2061,4,1986,198702,0.029481482,0.815777778,198807,2061198807,0.944821792
5,2071,4,1986,198703,0.057982233,0.502647656,198807,2071198807,-0.033235017
5,2072,4,1987,198712,0.137814313,1.709331921,198807,2072198807,0.214930314
5,2073,3,1987,198712,-1.363868244,2.908214897,198807,2073198807,-0.742909247
5,2074,3,1987,198712,0.077893289,0.756526953,198807,2074198807,0.337819579
5,2075,3,1986,198706,0.19504381,1.205052698,198807,2075198807,0.045442528
5,2076,5,1987,198712,0.159389333,0.843394667,198807,2076198807,-0.226839427
5,2077,4,1987,198712,0.16263358,1.174815677,198807,2077198807,-0.210729918
5,2077,4,1987,198712,0.16263358,1.174815677,198807,2077198807,-0.226299821
5,2078,2,1987,198712,0.04772322,0.212559549,198807,2078198807,-0.150360852
5,2079,4,1987,198712,0.123483613,1.022003868,198807,2079198807,0.423111299
5,2080,2,1987,198712,0.071276021,0.269265371,198807,2080198807,-0.269839589
5,2081,2,1986,198706,0.053454386,0.376815453,198807,2081198807,-0.020389626
5,2082,4,1986,198703,0.056532987,0.750349347,198807,2082198807,-0.094507508
5,2083,5,1987,198712,0.070052799,0.330667663,198807,2083198807,-0.110195512
5,2084,3,1987,198712,0.14636353,0.371796582,198807,2084198807,-0.231346863
5,2085,5,1987,198712,0.103625815,0.267694335,198807,2085198807,0.551723772
5,2086,5,1986,198703,0.179295734,0.652609061,198807,2086198807,-0.147932134
5,2087,6,1986,198703,0.097833428,3.776821099,198807,2087198807,-0.085000475
5,2089,5,1986,198703,0.02910369,1.526669049,198807,2089198807,-0.572626319
5,2091,5,1986,198703,0.158839317,0.484717996,198807,2091198807,0.174601912
5,2093,4,1987,198712,0.160924435,0.463622116,198807,2093198807,-0.043054792
5,2094,6,1986,198703,0.048890819,0.677982476,198807,2094198807,-0.174330749
5,2096,3,1986,198703,0.069902723,0.955901735,198807,2096198807,-0.099626624
5,2096,3,1986,198703,0.069902723,0.955901735,198807,2096198807,-0.095058514
5,2097,4,1986,198703,0.21186685,1.886676032,198807,2097198807,-0.116493924
5,2098,4,1986,198703,0.210798879,0.926004319,198807,2098198807,-0.151960715
5,2099,5,1986,198703,0.167690742,0.659421897,198807,2099198807,-0.263426254
5,2101,4,1987,198712,0.061441799,1.267460318,198807,2101198807,0.320000791
5,2103,6,1986,198703,0.092601642,0.223251232,198807,2103198807,-0.228531375
5,2105,4,1986,198703,0.066956281,0.441396737,198807,2105198807,0.011714533
5,2113,5,1987,198712,0.332028702,0.91771158,198807,2113198807,-0.001488407
5,2114,1,1987,198712,0.084564445,0.388023727,198807,2114198807,-0.124032214
5,2115,1,1987,198712,0.109210377,0.84362983,198807,2115198807,-0.050000935
5,2116,4,1986,198702,0.080650734,0.818896492,198807,2116198807,-0.088583742
5,2118,3,1986,198703,0.62616588,0.577377995,198807,2118198807,-0.217948502
5,2119,3,1986,198706,0.087678976,0.506473275,198807,2119198807,-0.407537836
5,2120,3,1986,198703,0.113894906,1.741440016,198807,2120198807,-0.113608887
5,2120,3,1986,198703,0.113894906,1.741440016,198807,2120198807,-0.147282673
5,2121,4,1987,198712,0.372965942,2.69009364,198807,2121198807,-0.278733616
5,2125,3,1986,198706,0.123787591,1.005962862,198807,2125198807,-0.47329111
5,2127,1,1987,198712,0.12914864,2.248940383,198807,2127198807,0.291991552
5,2128,4,1987,198708,0.060063264,0.131816694,198807,2128198807,0.114286885
5,2130,3,1986,198703,0.184814309,0.419383687,198807,2130198807,-0.266910569
5,2133,3,1986,198706,0.074340166,0.325562362,198807,2133198807,-0.283790854
5,2134,3,1987,198707,0.04018262,0.6751243,198807,2134198807,0.195251061
5,2137,3,1986,198703,0.081608918,1.057555021,198807,2137198807,-0.328678389
5,2138,4,1986,198703,0.105678161,0.464344828,198807,2138198807,0.938957543
5,2139,3,1986,198703,0.085705075,1.297949096,198807,2139198807,0.12905081
5,2141,4,1986,198703,-0.400386253,1.265653717,198807,2141198807,-0.278656472
5,2144,3,1986,198706,0.07915485,0.611736923,198807,2144198807,-0.325518009
5,2147,1,1987,198712,0.074681374,0.903745344,198807,2147198807,-0.075443568
5,2148,7,1986,198703,0.024375709,1.224964293,198807,2148198807,0.153909073
5,2149,3,1986,198703,0.12628294,0.75520111,198807,2149198807,0.42417383
5,2153,5,1987,198712,0.069151786,0.164010913,198807,2153198807,-0.079702332
5,2155,3,1987,198712,0.106576309,0.749991421,198807,2155198807,-0.078458467
5,2156,6,1986,198706,0.061182079,0.295344481,198807,2156198807,-0.418063062
5,2157,3,1986,198706,0.099167652,0.445951375,198807,2157198807,-0.276692861
5,2158,3,1987,198712,0.09468254,1.157234921,198807,2158198807,-0.062497061
5,2159,4,1987,198712,0.119296988,0.985267939,198807,2159198807,-0.079335303
5,2161,4,1986,198703,0.103698299,0.814602841,198807,2161198807,-0.573824799
5,2162,3,1986,198704,0.772454488,2.386415568,198807,2162198807,0.619778525
5,2163,3,1987,198708,0.042439252,0.263691589,198807,2163198807,-0.565569405
5,2164,3,1986,198706,0.059441688,0.319268745,198807,2164198807,-0.294691947
5,2166,5,1986,198703,0.138943089,0.551626016,198807,2166198807,-0.418102959
5,2167,3,1986,198703,0.29548597,1.856857424,198807,2167198807,-0.383157233
5,2169,4,1986,198706,0.065775675,0.940539955,198807,2169198807,0.189043237
5,2170,5,1986,198706,0.220135593,1.11140678,198807,2170198807,-0.003972943
5,2172,4,1987,198709,0.017104167,0.165473958,198807,2172198807,-0.405607765
5,2177,3,1986,198703,0.135381871,0.744113735,198807,2177198807,-0.008529236
5,2178,1,1987,198712,0.008593163,0.885518407,198807,2178198807,-0.13901376
5,2181,3,1986,198706,0.072455188,0.947752135,198807,2181198807,-0.028046766
5,2182,3,1986,198703,0.172435456,1.106475304,198807,2182198807,-0.027171708
5,2183,3,1987,198709,0.054096795,0.423549286,198807,2183198807,0.041263921
5,2184,3,1986,198703,-0.100199098,1.020593104,198807,2184198807,-0.53750068
5,2185,4,1986,198703,0.099035655,0.950228397,198807,2185198807,-0.047390817
5,2187,1,1986,198703,0.13296108,1.32010609,198807,2187198807,-0.188162789
5,2190,3,1987,198712,0.002439236,0.630911458,198807,2190198807,0.282049532
5,2191,3,1987,198709,0.069885379,0.287579324,198807,2191198807,-0.107918151
5,2192,3,1987,198712,0.133807392,1.084717934,198807,2192198807,0.035541925
5,2194,1,1987,198712,0.22168679,0.9945141,198807,2194198807,0.284627623
5,2195,4,1986,198703,0.188888182,0.792716481,198807,2195198807,-0.291344873
5,2196,4,1986,198703,0.005568401,1.310015742,198807,2196198807,0.870642126
5,2197,3,1986,198706,0.270395616,0.277886929,198807,2197198807,-0.093365295
5,2198,4,1986,198706,0.098368035,0.616501127,198807,2198198807,-0.303054648
5,2200,3,1986,198703,0.117851689,0.772907746,198807,2200198807,-0.330132335
5,2202,4,1987,198712,0.103906051,0.168556582,198807,2202198807,-0.082859869
5,2203,3,1986,198703,0.068416534,0.437938733,198807,2203198807,-0.288414771
5,2206,5,1986,198703,0.035240385,0.268966346,198807,2206198807,-0.336182772
5,2207,7,1986,198703,-0.036849055,0.910972188,198807,2207198807,-0.71355213
5,2208,3,1986,198703,0.033633094,0.530065947,198807,2208198807,-0.369300869
5,2210,4,1986,198703,0.133913044,0.75673913,198807,2210198807,0.519427511
5,2211,4,1986,198703,0.088516667,0.5419,198807,2211198807,0.61560706
5,2212,3,1986,198703,0.06191142,1.80044635,198807,2212198807,-0.67096808
5,2213,5,1987,198712,-0.017715736,0.166573604,198807,2213198807,-0.450346386
5,2215,4,1987,198707,0.122631696,1.000652916,198807,2215198807,-0.455789314
5,2217,3,1987,198712,-0.005628655,1.351535088,198807,2217198807,-0.361701776
5,2219,4,1987,198712,0.116482262,0.963664107,198807,2219198807,-0.316547154
5,2220,3,1987,198712,0.165830937,2.032841159,198807,2220198807,-0.053571332
5,2221,3,1987,198712,0.156270874,1.421488302,198807,2221198807,-0.569613789
5,2223,3,1987,198712,0.093767238,2.398406065,198807,2223198807,0.698880692
5,2224,3,1986,198703,0.272854596,1.148828622,198807,2224198807,-0.117834209
5,2225,3,1986,198703,0.131514274,1.334530772,198807,2225198807,0.430183832
5,2226,4,1986,198703,0.019883357,1.2063361,198807,2226198807,-0.227005523
5,2227,3,1987,198712,0.60611797,2.180521262,198807,2227198807,0.108835683
5,2228,1,1987,198712,0.09503876,2.039147287,198807,2228198807,0.020407345
5,2231,3,1987,198712,0.187782398,2.049311567,198807,2231198807,0.133556858
5,2233,5,1987,198712,0.115239556,1.274140576,198807,2233198807,-0.06221708
5,2234,4,1986,198703,-1.606964302,0.853100779,198807,2234198807,6.097211212
5,2237,6,1987,198712,0.052491771,0.304921001,198807,2237198807,0.183969051
5,2240,3,1987,198709,0.071791188,0.667385058,198807,2240198807,0.334246397
5,2241,3,1987,198712,0.013875598,0.053779904,198807,2241198807,0.531249596
5,2243,7,1986,198706,0.175378582,0.800651584,198807,2243198807,-0.496329444
5,2245,1,1987,198712,0.014708945,1.747285877,198807,2245198807,-0.303226708
5,2246,4,1986,198703,0.138089965,0.713386595,198807,2246198807,0.654921434
5,2248,4,1986,198703,0.093890009,1.127277313,198807,2248198807,0.212837329
5,2249,3,1986,198703,0.128404605,0.826019737,198807,2249198807,-0.081965416
5,2252,3,1986,198703,0.119975479,1.032618345,198807,2252198807,0.207794911
5,2254,3,1986,198703,0.00726921,0.094333886,198807,2254198807,-0.032870573
5,2256,4,1987,198712,0.106041861,1.210939535,198807,2256198807,0.597738275
